,CID,Activity_Outcome,Activity_Score,Ratio_Potency_(uM),MW,Polar_Area,Complexity,Heavy_Count,HBondDonor,HBondAcc,RotBonds,IsoSMILES
4086,14242,Inactive,0,100.0,160.17,52.6,125.0,11,0,4,6,COC(=O)CCCC(=O)OC
4087,10788,Inactive,0,100.0,162.3,63.9,126.0,9,0,3,0,CN1CN(C(=S)SC1)C
4088,7206,Inactive,0,100.0,277.14,35.5,236.0,17,0,3,7,CCCCOC(=O)COC1=C(C=C(C=C1)Cl)Cl
4089,8497,Inactive,0,100.0,167.12,83.1,198.0,12,1,4,1,C1=CC(=CC(=C1)[N+](=O)[O-])C(=O)O
4090,17355,Inactive,0,100.0,148.2,17.1,123.0,11,0,1,3,CC(=O)CCC1=CC=CC=C1
4091,1752,Inactive,0,100.0,220.35,20.2,148.0,16,1,1,8,CCCCCCCCCC1=CC=C(C=C1)O
4092,7284,Inactive,0,100.0,86.13,17.1,41.2,6,0,1,2,CCC(C)C=O
4093,2733526,Inactive,0,100.0,371.5,12.5,463.0,28,0,2,8,CC/C(=C(\\C1=CC=CC=C1)/C2=CC=C(C=C2)OCCN(C)C)/C3=CC=CC=C3
4094,22188,Inactive,0,100.0,216.66,49.4,328.0,14,1,2,1,CC1=C(C(=O)N(C(=O)N1)C(C)(C)C)Cl
4095,23677963,Inactive,0,100.0,262.33,85.8,324.0,16,1,4,1,C1=CC2=C(C=CC(=C2)S(=O)(=O)[O-])C=C1O.[K+]
4096,6305,Inactive,0,100.0,204.22,79.1,245.0,15,3,3,3,C1=CC=C2C(=C1)C(=CN2)C[C@@H](C(=O)O)N
4097,8129,Inactive,0,100.0,116.2,20.2,35.4,8,1,1,5,CCCCCCCO
4098,8715,Inactive,0,100.0,197.06,72.3,97.1,11,5,3,0,C1=CC(=C(C=C1N)N)O.Cl.Cl
4099,1672,Inactive,0,100.0,89.14,35.2,23.5,6,1,2,3,COCCCN
4100,7238,Inactive,0,100.0,126.58,0.0,70.8,8,0,0,0,CC1=CC=CC=C1Cl
4101,18303,Inactive,0,100.0,86.09,26.3,77.6,6,0,2,0,CC1CC(=O)O1
4102,8295,Inactive,0,100.0,285.5,44.8,152.0,14,0,4,9,C(CCl)OP(=O)(OCCCl)OCCCl
4103,5921,Inactive,0,100.0,102.14,32.7,51.7,7,0,3,2,CCN(CC)N=O
4104,7242,Inactive,0,100.0,107.15,26.0,70.8,8,1,1,0,CC1=CC=CC=C1N
4105,31276,Inactive,0,100.0,130.18,26.3,86.9,9,0,2,4,CC(C)CCOC(=O)C
4106,6108,Inactive,0,100.0,167.12,83.1,190.0,12,1,4,1,C1=CC(=CC=C1C(=O)O)[N+](=O)[O-]
4107,6228,Inactive,0,100.0,73.09,20.3,33.9,5,0,1,0,CN(C)C=O
4108,68570,Active,50,1.07551,272.4,40.5,382.0,20,2,2,0,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@H]2O)CCC4=C3C=CC(=C4)O
4109,6635,Inactive,0,100.0,303.2,51.8,350.0,18,0,3,3,C1=CC(=CC=C1OS(=O)(=O)C2=CC=C(C=C2)Cl)Cl
4110,9795,Inactive,0,100.0,191.11,45.8,199.0,13,0,5,0,C1=CC=C(C(=C1)C(F)(F)F)[N+](=O)[O-]
4111,7934,Inactive,0,100.0,107.15,26.0,70.8,8,1,1,0,CC1=CC(=CC=C1)N
4112,31256,Inactive,0,100.0,116.16,37.3,94.7,8,1,2,2,CC(=O)CC(C)(C)O
4113,517546,Inactive,0,100.0,225.3,39.3,83.0,12,3,5,2,CCN(CC)C(=S)[S-].O.O.O.[Na+]
4114,79103,Inactive,0,100.0,162.66,17.1,101.0,10,0,1,5,CCCCC(CC)C(=O)Cl
4115,7565,Inactive,0,100.0,249.1,9.2,158.0,14,0,1,2,C1=CC=C(C=C1)OC2=CC=C(C=C2)Br
4116,8098,Inactive,0,100.0,234.25,71.1,182.0,16,0,6,11,CC(=O)OCCOCCOCCOC(=O)C
4117,15560,Inactive,0,100.0,234.16,149.0,288.0,16,4,8,7,C(C(C(CC(=O)O)C(=O)O)C(=O)O)C(=O)O
4118,5807,Inactive,0,100.0,247.72,72.7,187.0,16,5,4,4,CC(C)NCC(C1=CC(=C(C=C1)O)O)O.Cl
4119,11335,Inactive,0,100.0,122.16,20.2,80.6,9,1,1,0,CC1=C(C(=CC=C1)C)O
4120,7267,Inactive,0,100.0,122.16,20.2,90.6,9,1,1,0,CC1=CC(=C(C=C1)C)O
4121,12484,Inactive,0,100.0,143.61,26.0,70.8,9,2,1,0,CC1=CC=CC=C1N.Cl
4122,7078,Inactive,0,100.0,207.23,55.4,240.0,15,1,3,4,CC(=O)CC(=O)NC1=CC=CC=C1OC
4123,9502,Inactive,0,100.0,249.09,41.6,228.0,15,1,2,2,CN(C(=O)NC1=CC(=C(C=C1)Cl)Cl)OC
4124,18487,Inactive,0,100.0,178.06,26.0,94.9,10,2,1,0,CC1=C(C=CC(=C1)Cl)N.Cl
4125,8066,Inactive,0,100.0,86.09,40.5,66.0,6,2,2,0,C(C#CCO)O
4126,8572,Inactive,0,100.0,214.22,57.5,246.0,16,2,3,2,C1=CC=C(C=C1)C(=O)C2=C(C=C(C=C2)O)O
4127,5281168,Inactive,0,100.0,98.14,17.1,64.59899999999999,7,0,1,3,CCC/C=C/C=O
4128,13578,Inactive,0,100.0,105.14,55.5,32.9,7,2,3,4,C(COCCO)N
4129,7804,Inactive,0,100.0,235.9,0.0,54.9,8,0,0,0,C1=CC(=CC=C1Br)Br
4130,2723770,Inactive,0,100.0,135.63,26.0,46.1,8,2,1,0,C1CCC(CC1)N.Cl
4131,7367,Inactive,0,100.0,195.5,0.0,99.9,10,0,0,0,C1=CC=C(C=C1)C(Cl)(Cl)Cl
4132,8413,Inactive,0,100.0,212.29,52.0,205.0,16,2,2,1,CC1=C(C=CC(=C1)C2=CC(=C(C=C2)N)C)N
4133,2723650,Inactive,0,100.0,102.16,56.2,63.2,6,2,1,0,C1CNC(=S)N1
4134,24744,Inactive,0,100.0,300.31,76.7,388.0,22,2,4,5,CC1=CC(=CC=C1)NC(=O)OC2=CC=CC(=C2)NC(=O)OC
4135,11742,Inactive,0,100.0,212.29,20.2,208.0,16,1,1,2,CC(C)(C1=CC=CC=C1)C2=CC=C(C=C2)O
4136,15965,Inactive,0,100.0,241.5,76.2,216.0,13,2,4,1,C1(=C(C(=NC(=C1Cl)Cl)C(=O)O)Cl)N
4137,811,Inactive,0,100.0,130.1,74.6,158.0,9,2,4,3,C=C(CC(=O)O)C(=O)O
4138,62276,Inactive,0,100.0,461.8,108.0,657.0,31,0,10,8,CCOC(=O)C(C)OC(=O)C1=C(C=CC(=C1)OC2=C(C=C(C=C2)C(F)(F)F)Cl)[N+](=O)[O-]
4139,10458,Inactive,0,100.0,244.33,74.6,192.0,17,2,4,12,C(CCCCCC(=O)O)CCCCCC(=O)O
4140,14218,Inactive,0,100.0,204.26,66.8,196.0,14,2,4,6,CC(C)(CO)COC(=O)C(C)(C)CO
4141,8916,Inactive,0,100.0,157.3,26.0,61.9,11,1,1,8,CCCCCCCCCCN
4142,17092,Inactive,0,100.0,181.32,23.8,131.0,13,0,1,9,CCCCCCCCCCCC#N
4143,2771871,Inactive,0,100.0,168.96,54.4,173.0,9,1,3,2,C(=O)/C(=C(\\C(=O)O)/Cl)/Cl
4144,8294,Inactive,0,100.0,196.29,26.3,237.0,14,0,2,6,CC(=CCCC(C)(C=C)OC(=O)C)C
4145,17816,Inactive,0,100.0,142.2,26.3,116.0,10,0,2,5,CC(C)CC(=O)OCC=C
4146,7154,Inactive,0,100.0,191.23,46.2,225.0,14,1,2,3,CC1=CC=CC=C1NC(=O)CC(=O)C
4147,11164,Inactive,0,100.0,74.08,32.8,35.9,5,1,2,1,C1C(O1)CO
4148,13,Inactive,0,100.0,181.4,0.0,94.3,9,0,0,0,C1=CC(=C(C=C1Cl)Cl)Cl
4149,12076,Inactive,0,100.0,182.13,109.0,225.0,13,2,5,1,C1=CC(=C(C=C1[N+](=O)[O-])N)C(=O)O
4150,7411,Inactive,0,100.0,161.03,0.0,75.0,9,0,0,1,C1=CC=C(C=C1)C(Cl)Cl
4151,8805,Inactive,0,100.0,211.64,46.2,222.0,14,1,2,3,CC(=O)NC1=CC=C(C=C1)C(=O)CCl
4152,6501,Inactive,0,100.0,206.24,38.8,245.0,15,0,3,4,CCOC(=O)C1C(O1)(C)C2=CC=CC=C2
4153,8196,Inactive,0,100.0,203.3,67.6,144.0,13,0,4,9,CCCCOCCOCCSC#N
4154,7450,Inactive,0,100.0,162.27,0.0,110.0,12,0,0,2,CC(C)C1=CC(=CC=C1)C(C)C
4155,8190,Inactive,0,100.0,178.23,47.9,77.5,12,1,4,9,CCOCCOCCOCCO
4156,122499,Inactive,0,100.0,133.15,41.6,126.0,10,1,2,0,CC1=CC=CC2=NNN=C12
4157,9237,Inactive,0,100.0,112.17,6.5,61.5,8,0,2,0,C1CN2CCN1CC2
4158,7360,Inactive,0,100.0,102.13,29.5,54.0,7,1,2,1,C1CC(OC1)CO
4159,8359,Inactive,0,100.0,163.13,55.4,226.0,12,1,3,0,C1=CC=C2C(=C1)C(=O)OC(=O)N2
4160,62655,Inactive,0,100.0,238.11,150.0,206.0,12,0,8,1,[O-]S(=O)(=O)OOS(=O)(=O)[O-].[Na+].[Na+]
4161,15158,Inactive,0,100.0,162.94,26.3,87.7,7,0,2,2,CCOP(=O)(Cl)Cl
4162,23392,Inactive,0,100.0,164.03,12.9,65.5,9,1,1,1,C1=CC=NC(=C1)CCl.Cl
4163,8489,Inactive,0,100.0,157.55,45.8,134.0,10,0,2,0,C1=CC(=CC(=C1)Cl)[N+](=O)[O-]
4164,9016,Inactive,0,100.0,138.16,18.5,73.3,10,0,2,2,COC1=CC=C(C=C1)OC
4165,6598,Inactive,0,100.0,107.54,20.3,61.8,6,0,1,0,CN(C)C(=O)Cl
4166,8103,Inactive,0,100.0,102.17,20.2,27.4,7,1,1,4,CCCCCCO
4167,9570093,Inactive,0,100.0,222.26,93.2,326.0,14,1,5,4,CC(C)(/C=N/OC(=O)NC)S(=O)(=O)C
4168,54740,Inactive,0,100.0,289.33,91.6,475.0,21,2,5,4,CCC1=CC(=C(N=C1)C2=NC(C(=O)N2)(C)C(C)C)C(=O)O
4169,7231,Inactive,0,100.0,284.4,104.0,251.0,17,0,6,3,C1COCCN1SSC2=NC3=CC=CC=C3S2
4170,7522,Inactive,0,100.0,104.11,36.7,111.0,8,0,2,0,C1=CC=NC(=C1)C#N
4171,31237,Inactive,0,100.0,246.4,0.0,155.0,18,0,0,11,CCCCCCCCCCCCC1=CC=CC=C1
4172,15088,Inactive,0,100.0,194.18,52.6,202.0,14,0,4,4,COC(=O)C1=CC(=CC=C1)C(=O)OC
4173,8034,Inactive,0,100.0,114.19,17.1,74.5,8,0,1,3,CC(C)CCC(=O)C
4174,2723789,Inactive,0,100.0,91.14,96.2,42.2,5,3,2,0,C(=S)(N)NN
4175,25644,Active,47,7.85757,226.27,52.6,219.0,16,0,4,11,C=CC(=O)OCCCCCCOC(=O)C=C
4176,3613389,Inactive,0,100.0,154.12,92.1,156.0,11,2,4,0,C1=CC(=C(C=C1[N+](=O)[O-])N)O
4177,5569,Inactive,0,100.0,335.28,94.9,392.0,23,0,8,5,CCCN(CCC)C1=C(C=C(C=C1[N+](=O)[O-])C(F)(F)F)[N+](=O)[O-]
4178,6732,Inactive,0,100.0,230.26,51.2,351.0,17,0,3,2,CC(C)(C)C(=O)C1C(=O)C2=CC=CC=C2C1=O
4179,108242,Inactive,0,100.0,234.38,17.1,375.0,17,0,1,1,CC1CC2=C(CC1(C)C(=O)C)C(CCC2)(C)C
4180,3030,Inactive,0,100.0,221.03,46.5,198.0,13,1,3,2,COC1=C(C=CC(=C1C(=O)O)Cl)Cl
4181,8638,Inactive,0,100.0,159.61,35.2,85.0,10,2,2,1,COC1=CC=CC=C1N.Cl
4182,7415,Inactive,0,100.0,127.23,3.2,72.6,9,0,1,1,CN(C)C1CCCCC1
4183,12971,Inactive,0,100.0,124.99,0.0,42.8,6,0,0,2,C=CC(CCl)Cl
4184,7761,Inactive,0,100.0,160.17,52.6,125.0,11,0,4,6,CCOC(=O)CC(=O)OCC
4185,31344,Inactive,0,100.0,104.15,40.5,44.0,7,2,2,2,CC(C)(CO)CO
4186,15615,Inactive,0,100.0,98.15,27.0,77.3,7,0,2,2,CN(C)CCC#N
4187,2724189,Inactive,0,100.0,106.15,108.0,45.5,6,4,3,0,C(=S)(NN)NN
4188,8630,Inactive,0,100.0,206.02,63.3,188.0,12,2,3,1,C1=C(C=C(C(=C1C(=O)O)Cl)N)Cl
4189,6537,Active,50,4.96933,434.6,44.8,345.0,29,0,4,21,CCCCC(CC)COP(=O)(OCC(CC)CCCC)OCC(CC)CCCC
4190,6984,Inactive,0,100.0,150.22,20.2,111.0,11,1,1,2,CCC(C)C1=CC=CC=C1O
4191,957,Inactive,0,100.0,130.22899999999998,20.2,43.8,9,1,1,6,CCCCCCCCO
4192,4169,Inactive,0,100.0,283.79,29.5,285.0,19,0,2,6,CCC1=CC=CC(=C1N(C(C)COC)C(=O)CCl)C
4193,13144,Inactive,0,100.0,218.22,121.0,53.5,13,2,6,0,CC(C(=O)[O-])O.CC(C(=O)[O-])O.[Ca+2]
4194,9993,Inactive,0,100.0,175.0,0.0,66.9,8,0,1,0,C1=CC(=CC=C1F)Br
4195,7486,Inactive,0,100.0,162.27,0.0,100.0,12,0,0,2,CC(C)C1=CC=C(C=C1)C(C)C
4196,9862,Inactive,0,100.0,126.2,17.1,119.0,9,0,1,3,CC(=CCCC(=O)C)C
4197,8183,Inactive,0,100.0,168.32,0.0,84.0,12,0,0,9,CCCCCCCCCCC=C
4198,16230,Inactive,0,100.0,266.09,159.0,279.0,16,5,5,1,C1(=C(N=C(C(=N1)Cl)N)N)C(=O)N=C(N)N.Cl
4199,8846,Active,49,20.8227,128.16899999999998,26.3,97.1,9,0,2,5,CCCCOC(=O)C=C
4200,4937,Inactive,0,100.0,229.71,62.7,169.0,15,2,5,4,CC(C)NC1=NC(=NC(=N1)Cl)NC(C)C
4201,51556,Inactive,0,100.0,438.8,127.0,693.0,28,1,9,4,CS(=O)(=O)NC(=O)C1=C(C=CC(=C1)OC2=C(C=C(C=C2)C(F)(F)F)Cl)[N+](=O)[O-]
4202,80779,Inactive,0,100.0,180.2,64.4,185.0,13,2,3,2,CC(=O)NC1=CC(=C(C=C1)OC)N
4203,11169,Inactive,0,100.0,296.61,36.9,197.0,16,0,4,0,C[Si]1(O[Si](O[Si](O[Si](O1)(C)C)(C)C)(C)C)C
4204,7713,Inactive,0,100.0,214.26,18.5,150.0,16,0,2,5,C1=CC=C(C=C1)OCCOC2=CC=CC=C2
4205,7963,Inactive,0,100.0,93.13,12.9,46.1,7,0,1,0,CC1=CC=NC=C1
4206,17857,Inactive,0,100.0,170.3,52.0,165.0,12,2,2,1,CC1(CC(CC(C1)(C)CN)N)C
4207,18529,Inactive,0,100.0,641.7,0.0,175.0,18,0,0,0,C1CC(C(CCC(C(CCC(C1Br)Br)Br)Br)Br)Br
4208,7592,Active,51,6.60251,177.2,46.2,195.0,13,1,2,3,CC(=O)CC(=O)NC1=CC=CC=C1
4209,8697,Inactive,0,100.0,144.21,37.3,99.4,10,1,2,5,CCCCC(CC)C(=O)O
4210,6849,Inactive,0,100.0,173.17,45.8,200.0,13,0,2,0,C1=CC=C2C(=C1)C=CC=C2[N+](=O)[O-]
4211,7810,Inactive,0,100.0,126.58,0.0,62.8,8,0,0,0,CC1=CC=C(C=C1)Cl
4212,7245,Inactive,0,100.0,128.55,20.2,74.9,8,1,1,0,C1=CC=C(C(=C1)O)Cl
4213,7261,Inactive,0,100.0,122.17,52.0,92.9,9,2,2,0,CC1=C(C=C(C=C1)N)N
4214,228987,Inactive,0,100.0,204.31,17.1,194.0,15,0,1,4,CC(CC1=CC=C(C=C1)C(C)(C)C)C=O
4215,32154,Inactive,0,100.0,256.12,29.1,308.0,16,1,1,3,CC(C)(C#C)NC(=O)C1=CC(=CC(=C1)Cl)Cl
4216,13263,Inactive,0,100.0,227.33,88.0,178.0,15,2,6,5,CCNC1=NC(=NC(=N1)SC)NC(C)C
4217,454,Inactive,0,100.0,128.21,17.1,59.6,9,0,1,6,CCCCCCCC=O
4218,2734171,Inactive,0,100.0,171.67,3.9,74.8,11,0,1,3,CCCC[N+]1=CC=CC=C1.[Cl-]
4219,11729,Inactive,0,100.0,152.97,37.3,61.8,6,1,2,1,CC(C(=O)O)Br
4220,6937,Inactive,0,100.0,164.24,20.2,146.0,12,1,1,1,CC1=CC(=C(C=C1)C(C)(C)C)O
4221,14264,Inactive,0,100.0,122.15,51.8,140.0,7,0,3,0,C1COS(=O)(=O)C1
4222,5365125,Inactive,0,100.0,340.5,52.6,329.0,24,0,4,16,CCCCC(CC)COC(=O)/C=C\\C(=O)OCC(CC)CCCC
4223,15630,Inactive,0,100.0,180.23,76.4,167.0,12,1,4,1,COC1=CC2=C(C=C1)N=C(S2)N
4224,6896,Inactive,0,100.0,121.18,26.0,80.6,9,1,1,0,CC1=C(C(=CC=C1)C)N
4225,7839,Inactive,0,100.0,187.86,0.0,6.0,4,0,0,1,C(CBr)Br
4226,22833326,Inactive,0,100.0,446.7,52.6,479.0,32,0,4,18,CC(C)(C)CCCCCCOC(=O)C1=CC=CC=C1C(=O)OCCCCCCC(C)(C)C
4227,40585,Inactive,0,100.0,505.2,59.3,643.0,28,0,4,7,CC1([C@H]([C@H]1C(=O)O[C@H](C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Br)Br)C
4228,15553,Inactive,0,100.0,192.0,50.2,165.0,11,1,3,1,C1=CC(=NC(=C1Cl)C(=O)O)Cl
4229,7946,Active,53,2.61964,132.16,35.5,90.3,9,0,3,4,CC(COC)OC(=O)C
4230,25054,Inactive,0,100.0,206.28,47.9,129.0,14,1,4,8,CC(CO)OCC(C)OCC(C)OC
4231,8800,Inactive,0,100.0,198.65,32.299,177.0,13,1,1,1,CN(C)C(=O)NC1=CC=C(C=C1)Cl
4232,7610,Inactive,0,100.0,137.18,35.2,105.0,10,1,2,1,CC1=C(C=CC(=C1)OC)N
4233,16724,Inactive,0,100.0,150.22,17.1,223.0,11,0,1,1,CC1=CC[C@@H](CC1=O)C(=C)C
4234,6947,Inactive,0,100.0,139.11,66.0,131.0,10,1,3,0,C1=CC=C(C(=C1)[N+](=O)[O-])O
4235,7915,Inactive,0,100.0,102.13,26.3,66.5,7,0,2,2,CC(C)OC(=O)C
4236,7394,Inactive,0,100.0,180.55,0.0,124.0,11,0,3,0,C1=CC(=CC=C1C(F)(F)F)Cl
4237,13521,Inactive,0,100.0,221.37,53.7,118.0,14,1,4,9,CCO[Si](CCCN)(OCC)OCC
4238,39327,Inactive,0,100.0,361.7,64.3,432.0,24,0,7,4,CCOC1=C(C=CC(=C1)OC2=C(C=C(C=C2)C(F)(F)F)Cl)[N+](=O)[O-]
4239,12868,Inactive,0,100.0,340.8,34.1,263.0,16,0,2,2,C1(=C(C(=C(C(=C1Cl)Cl)C(=O)Cl)Cl)Cl)C(=O)Cl
4240,40399,Inactive,0,100.0,278.21,138.0,349.0,20,6,7,2,C1=CC(=C(C(=C1C(=O)C2=CC(=C(C(=C2)O)O)O)O)O)O
4241,5383,Inactive,0,100.0,228.32,86.4,241.0,15,1,4,2,CC(C)(C)C1=NN=C(S1)N(C)C(=O)NC
4242,638014,Inactive,0,100.0,192.3,17.1,292.0,14,0,1,2,CC1=C(C(CCC1)(C)C)/C=C/C(=O)C
4243,82190,Inactive,0,100.0,143.18,21.7,128.0,10,0,3,1,CCC12COCN1COC2
4244,6838,Inactive,0,100.0,198.22,32.7,178.0,15,0,3,2,C1=CC=C(C=C1)N(C2=CC=CC=C2)N=O
4245,2272,Inactive,0,100.0,182.22,24.7,157.0,14,0,2,2,C1=CC=C(C=C1)N=NC2=CC=CC=C2
4246,7000,Inactive,0,100.0,123.15,35.2,85.0,9,1,2,1,COC1=CC=CC=C1N
4247,8033,Inactive,0,100.0,146.23,18.5,80.8,10,0,2,3,CC(C)(C)OOC(C)(C)C
4248,7497,Inactive,0,100.0,117.19,23.5,43.8,8,1,2,4,CCN(CC)CCO
4249,7473,Inactive,0,100.0,137.14,45.8,122.0,10,0,2,0,CC1=CC=C(C=C1)[N+](=O)[O-]
4250,73665,Inactive,0,100.0,376.7,47.4,377.0,23,0,3,6,CCCN(CCOC1=C(C=C(C=C1Cl)Cl)Cl)C(=O)N2C=CN=C2
4251,73864,Inactive,0,100.0,336.23,40.5,352.0,23,2,8,2,C1=CC(=CC=C1C(C2=CC=C(C=C2)O)(C(F)(F)F)C(F)(F)F)O
4252,65064,Inactive,0,100.0,458.4,197.0,667.0,33,8,11,4,C1[C@H]([C@H](OC2=CC(=CC(=C21)O)O)C3=CC(=C(C(=C3)O)O)O)OC(=O)C4=CC(=C(C(=C4)O)O)O
4253,43234,Inactive,0,100.0,342.2,49.2,377.0,22,0,4,5,CCCC1COC(O1)(CN2C=NC=N2)C3=C(C=C(C=C3)Cl)Cl
4254,8091,Inactive,0,100.0,158.24,26.3,99.7,11,0,2,7,CCCCCCCC(=O)OC
4255,26295,Inactive,0,100.0,200.23,29.5,175.0,15,1,2,3,C1=CC=C(C=C1)OC2=CC=CC(=C2)CO
4256,12276,Inactive,0,100.0,128.13,47.6,180.0,10,0,2,0,C1=CC(=CC(=C1)C#N)C#N
4257,53232,Inactive,0,100.0,404.5,72.8,666.0,29,1,5,7,CC[C@H](C)C(=O)O[C@H]1C[C@H](C=C2[C@H]1[C@H]([C@H](C=C2)C)CC[C@@H]3C[C@H](CC(=O)O3)O)C
4258,2735009,Inactive,0,100.0,132.23,56.2,64.8,8,2,1,2,CCNC(=S)NCC
4259,4421,Inactive,0,100.0,232.23,70.5,378.0,17,1,5,2,CCN1C=C(C(=O)C2=C1N=C(C=C2)C)C(=O)O
4260,7047,Inactive,0,100.0,129.16,12.9,111.0,10,0,1,0,C1=CC=C2C(=C1)C=CC=N2
4261,8141,Inactive,0,100.0,128.25,0.0,33.3,9,0,0,6,CCCCCCCCC
4262,7966,Inactive,0,100.0,100.16,20.2,46.1,7,1,1,0,C1CCC(CC1)O
4263,73675,Inactive,0,100.0,315.39,30.7,333.0,22,0,4,4,C[Si](CN1C=NC=N1)(C2=CC=C(C=C2)F)C3=CC=C(C=C3)F
4264,8087,Inactive,0,100.0,134.17,49.7,57.3,9,2,3,4,CC(COCC(C)O)O
4265,39424,Inactive,0,100.0,360.4,83.6,342.0,25,0,4,2,CN1C(=CC(=[N+]1C)C2=CC=CC=C2)C3=CC=CC=C3.COS(=O)(=O)[O-]
4266,8139,Inactive,0,100.0,214.34,26.3,144.0,15,0,2,11,CCCCCCCCCCCC(=O)OC
4267,13286,Inactive,0,100.0,261.23,122.0,271.0,18,3,6,6,C(CO)N1C(=O)N(C(=O)N(C1=O)CCO)CCO
4268,6406,Inactive,0,100.0,85.1,44.0,87.0,6,1,2,0,CC(C)(C#N)O
4269,62783,Inactive,0,100.0,192.68,26.3,126.0,12,0,2,7,CCCCC(CC)COC(=O)Cl
4270,7789,Inactive,0,100.0,300.5,57.5,229.0,21,2,3,16,CCCCCCC(CCCCCCCCCCC(=O)O)O
4271,135465076,Inactive,0,100.0,155.15,65.2,130.0,11,1,3,1,C1=CC=C(C=C1)/[N+](=N/[O-])/[O-].[NH4+]
4272,7837,Inactive,0,100.0,142.15,38.8,162.0,10,0,3,4,CC(=C)C(=O)OCC1CO1
4273,7061,Inactive,0,100.0,149.23,3.2,91.0,11,0,1,3,CCN(CC)C1=CC=CC=C1
4274,12463,Inactive,0,100.0,215.9,0.0,102.0,10,0,0,0,C1=CC(=C(C(=C1Cl)Cl)Cl)Cl
4275,2734956,Inactive,0,100.0,159.61,35.2,77.0,10,2,2,1,COC1=CC=C(C=C1)N.Cl
4276,14286,Inactive,0,100.0,121.14,30.0,112.0,9,0,2,1,CC(=O)C1=CC=CC=N1
4277,41206,Inactive,0,100.0,240.34,52.0,226.0,18,2,2,1,CC1=CC(=CC(=C1N)C)C2=CC(=C(C(=C2)C)N)C
4278,7220,Inactive,0,100.0,119.12,41.6,92.5,9,1,2,0,C1=CC2=NNN=C2C=C1
4279,15909,Inactive,0,100.0,146.19,17.1,152.0,11,0,1,2,CC(=O)C=CC1=CC=CC=C1
4280,795,Inactive,0,100.0,68.08,28.7,28.1,5,1,1,0,C1=CN=CN1
4281,7833,Inactive,0,100.0,140.18,25.1,157.0,10,0,2,1,C1CC2C(O2)CC1C3CO3
4282,5503,Inactive,0,100.0,311.4,86.9,431.0,21,2,4,3,CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN2CCCCCC2
4283,11957,Inactive,0,100.0,136.15,32.7,110.0,10,0,3,1,CN(C1=CC=CC=C1)N=O
4284,6418,Inactive,0,100.0,142.97,37.3,88.9,7,1,2,1,CC(C(=O)O)(Cl)Cl
4285,8289,Inactive,0,100.0,326.3,44.8,325.0,23,0,4,6,C1=CC=C(C=C1)OP(=O)(OC2=CC=CC=C2)OC3=CC=CC=C3
4286,5271566,Inactive,0,100.0,172.18,52.6,164.0,12,0,4,6,CCOC(=O)/C=C\\C(=O)OCC
4287,10005,Inactive,0,100.0,84.08,88.2,100.0,6,2,2,0,C(#N)N=C(N)N
4288,21531,Inactive,0,100.0,188.07,27.7,102.0,13,0,3,6,B(OC(C)C)(OC(C)C)OC(C)C
4289,7391,Inactive,0,100.0,156.26,20.2,115.0,11,1,1,1,CC(C)(C)C1CCC(CC1)O
4290,16560,Inactive,0,100.0,230.09,29.1,242.0,14,1,1,2,CC(=C)C(=O)NC1=CC(=C(C=C1)Cl)Cl
4291,8892,Inactive,0,100.0,116.16,37.3,68.9,8,1,2,4,CCCCCC(=O)O
4292,9352,Inactive,0,100.0,280.32,58.2,385.0,21,2,2,2,CC(=O)NC1=CC2=C(C=C1)C3=C(C2)C=C(C=C3)NC(=O)C
4293,8561,Inactive,0,100.0,306.4,52.6,295.0,22,0,4,12,CCCCCOC(=O)C1=CC=CC=C1C(=O)OCCCCC
4294,169132,Inactive,0,100.0,222.28,58.9,352.0,16,0,4,3,CC1(CC(CC(C1)(C)CN=C=O)N=C=O)C
4295,8341,Inactive,0,100.0,223.23,60.2,352.0,17,1,3,0,C1=CC=C2C(=C1)C(=O)C3=C(C2=O)C=C(C=C3)N
4296,11123,Inactive,0,100.0,162.01,26.0,97.1,9,1,1,0,C1=CC(=C(C=C1Cl)Cl)N
4297,7249,Inactive,0,100.0,122.16,20.2,90.6,9,1,1,0,CC1=C(C=C(C=C1)O)C
4298,67172,Inactive,0,100.0,410.5,92.2,671.0,29,2,5,2,CC1=CC(=C(C=C1O)C)C2(C3=CC=CC=C3S(=O)(=O)O2)C4=C(C=C(C(=C4)C)O)C
4299,12232,Inactive,0,100.0,94.2,50.6,6.0,4,0,2,1,CSSC
4300,6579,Inactive,0,100.0,71.08,43.1,57.9,5,1,1,1,C=CC(=O)N
4301,5281872,Inactive,0,100.0,422.9,26.3,622.0,29,0,5,6,CC1=C(C=CC=C1C2=CC=CC=C2)COC(=O)C3C(C3(C)C)/C=C(/C(F)(F)F)\\Cl
4302,47326,Inactive,0,100.0,349.4,59.3,553.0,26,0,4,6,CC1(C(C1(C)C)C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C
4303,6498,Inactive,0,100.0,118.16,42.5,156.0,7,0,2,0,C1C=CCS1(=O)=O
4304,31242,Inactive,0,100.0,122.16,20.2,72.6,9,1,1,1,CCC1=CC=C(C=C1)O
4305,12958,Inactive,0,100.0,124.08,35.5,82.2,7,0,3,2,COP(=O)(C)OC
